Divisional_Office,Zone_Office,Area_Office,Branch_Code,Branch_Name,Loanee,Member,Loan_Amount,Outstanding_Pr
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,213,Pakerhat,258,258,"15,840,000.00","15,657,491.00"
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,266,Jaldhaka,221,219,"13,195,000.00","13,014,097.00"
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,303,Taraganj,230,230,"13,190,000.00","13,031,707.00"
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,305,Kishoreganj-1,222,221,"13,410,000.00","13,220,767.00"
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,369,Saidpur-3,150,150,"8,134,000.00","8,049,335.00"
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,441,Bhabanipur,152,152,"9,215,000.00","9,123,194.00"
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,443,Kazirhat-1,181,181,"13,537,000.00","13,449,492.00"
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,574,Bodorgonj,180,180,"11,280,000.00","11,058,213.00"
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,575,Binnakuri,112,112,"7,065,000.00","6,948,456.00"
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,615,Khansama,242,242,"13,925,000.00","13,723,810.00"
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,620,Gasbari-1,104,103,"6,619,000.00","6,549,873.00"
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,933,Ranirbandar Branch,124,124,"8,720,000.00","8,618,898.00"
OP Domain Dinajpur,Syedpur Zone,Ranirbandar Region,935,Pakarhat Branch,118,118,"7,465,000.00","7,350,624.00"
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,945,Sayedpur Branch,132,132,"7,440,000.00","7,306,862.00"
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,947,Parbatipur Branch,119,119,"7,995,000.00","7,901,974.00"
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,948,Nilphamari Branch,97,97,"6,365,000.00","6,282,699.00"
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,972,Saidpur-5,96,96,"7,418,000.00","7,344,637.00"
OP Domain Dinajpur,Syedpur Zone,Nilfamari Region,973,Nilphamari-2,146,146,"8,660,000.00","8,509,451.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,128,Birganj,216,216,"13,240,000.00","12,952,321.00"
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,134,Thakurgaon-1,217,217,"12,694,000.00","12,447,931.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,223,Kobirajhat,160,160,"9,610,000.00","9,489,563.00"
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,292,Goreahat,175,175,"9,861,000.00","9,707,774.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,368,Setabganj,188,188,"11,272,000.00","11,058,128.00"
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,386,Thakurgaon-2,63,63,"7,520,000.00","7,509,933.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,422,Nekmorod,174,174,"9,765,000.00","9,575,722.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,433,Baliadangi,183,183,"10,435,000.00","10,299,302.00"
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,447,Begunbari,170,170,"10,819,000.00","10,719,118.00"
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,448,Shibgonj-3,168,168,"8,939,000.00","8,800,641.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,449,Kaharul,180,180,"10,942,000.00","10,767,205.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,450,Rani Sankoil,186,186,"11,775,000.00","11,536,173.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,451,Debdanga,175,175,"11,150,000.00","11,045,072.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,452,Pirganj-2,199,199,"11,928,000.00","11,773,445.00"
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,453,Zaborhat,184,184,"11,119,000.00","10,957,604.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,458,Joyanandahat,160,160,"8,696,000.00","8,486,469.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,949,Birgonj Branch,90,90,"5,938,000.00","5,870,482.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,974,Kaharul-2,113,113,"6,370,000.00","6,262,999.00"
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,998,Kobirajhat-2,131,131,"7,877,000.00","7,769,446.00"
OP Domain Khulna,Jessore Zone,Nowapara Region,329,Fultala,89,89,"4,135,000.00","4,072,503.00"
OP Domain Khulna,Jessore Zone,Jhenidaha Region,337,Jhenaidah,109,109,"5,985,000.00","5,895,180.00"
OP Domain Khulna,Jessore Zone,Jhenidaha Region,338,Magura,143,143,"7,205,000.00","7,116,508.00"
OP Domain Khulna,Jessore Zone,Nowapara Region,339,Narail,124,124,"7,930,000.00","7,876,133.00"
OP Domain Khulna,Jessore Zone,Jhenidaha Region,374,Kaliganj-3,91,91,"5,060,000.00","5,007,902.00"
OP Domain Khulna,Jessore Zone,Lohagara Region,424,Lahagara-2,102,102,"7,736,000.00","7,693,965.00"
OP Domain Khulna,Jessore Zone,Jessore Region,466,Jessore-2,97,97,"5,657,000.00","5,603,529.00"
OP Domain Khulna,Jessore Zone,Jhenidaha Region,541,Garagonj,105,105,"5,280,000.00","5,219,715.00"
OP Domain Khulna,Jessore Zone,Jessore Region,546,Jessore-1,132,132,"7,880,000.00","7,807,217.00"
OP Domain Khulna,Jessore Zone,Nowapara Region,554,Kashobpur,90,90,"4,725,000.00","4,682,304.00"
OP Domain Khulna,Jessore Zone,Jessore Region,570,Barinagor,94,94,"4,755,000.00","4,704,564.00"
OP Domain Khulna,Jessore Zone,Nowapara Region,580,Nowapara-1,110,110,"5,725,000.00","5,670,577.00"
OP Domain Khulna,Jessore Zone,Nowapara Region,640,Monirampur,85,85,"5,215,000.00","5,174,073.00"
OP Domain Khulna,Jessore Zone,Lohagara Region,644,Gopalgonj,88,88,"5,765,000.00","5,693,984.00"
OP Domain Khulna,Jessore Zone,Jessore Region,645,Chowgachha,115,115,"6,515,000.00","6,434,361.00"
OP Domain Khulna,Jessore Zone,Jessore Region,651,Khajura,98,98,"5,900,000.00","5,850,112.00"
OP Domain Khulna,Jessore Zone,Lohagara Region,737,Ramdia,69,69,"4,360,000.00","4,330,576.00"
OP Domain Khulna,Jessore Zone,Lohagara Region,751,Kashiani,84,84,"5,075,000.00","5,025,332.00"
OP Domain Khulna,Jessore Zone,Jessore Region,839,Bagharpara,70,70,"3,455,000.00","3,418,166.00"
OP Domain Khulna,Jessore Zone,Jhenidaha Region,845,Hat Gopalpur,71,71,"3,675,000.00","3,631,861.00"
OP Domain Khulna,Jessore Zone,Lohagara Region,859,Tungipara,63,63,"3,830,000.00","3,803,231.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,313,KATAKHALI-2,90,90,"5,357,000.00","5,309,524.00"
OP Domain Khulna,Khulna Zone,Khulna Region,324,Sonadanga,150,150,"9,165,000.00","9,078,056.00"
OP Domain Khulna,Khulna Zone,Khulna Region,325,Boyra,133,133,"8,870,000.00","8,771,551.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,326,Rupsa,117,117,"6,875,000.00","6,764,911.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,327,Bagerhat,151,151,"7,987,000.00","7,915,235.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,328,Daulatpur-2,140,140,"9,095,000.00","8,934,273.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,330,Fulbarigate,134,134,"7,435,000.00","7,357,812.00"
OP Domain Khulna,Khulna Zone,Khulna Region,344,Gollamari,159,159,"9,740,000.00","9,570,535.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,427,Dumuria,93,93,"6,405,000.00","6,322,879.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,459,Shekpura,88,88,"5,815,000.00","5,739,404.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,460,Terokhada,77,77,"5,530,000.00","5,472,703.00"
OP Domain Khulna,Khulna Zone,Khulna Region,531,Natun Bazar-1,141,141,"8,205,000.00","8,090,954.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,561,Kochua-3,79,79,"5,005,000.00","4,969,157.00"
OP Domain Khulna,Khulna Zone,Khulna Region,665,Dakop,65,65,"4,545,000.00","4,532,612.00"
OP Domain Khulna,Khulna Zone,Khulna Region,720,Botiaghata,98,98,"6,255,000.00","6,169,052.00"
OP Domain Khulna,Khulna Zone,Doulatpur Region,742,Shahpur,64,64,"4,920,000.00","4,857,504.00"
OP Domain Khulna,Khulna Zone,Khulna Region,792,Khalishpur,101,101,"5,555,000.00","5,509,867.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,842,Fakirhat,46,46,"3,140,000.00","3,120,532.00"
OP Domain Khulna,Khulna Zone,Bagerhat Region,850,Foyla,57,57,"4,000,000.00","3,983,298.00"
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,336,Chuadanga,136,136,"8,955,000.00","8,843,054.00"
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,341,Razbari,133,133,"8,950,000.00","8,865,161.00"
OP Domain Khulna,Kushtia Zone,Alamdanga Region,355,Meherpur,128,128,"9,750,000.00","9,649,782.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,358,Kustia-1,149,149,"8,820,000.00","8,730,290.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,384,Kustia-2,141,141,"7,685,000.00","7,612,219.00"
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,508,Pangsha,101,101,"6,330,000.00","6,259,206.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,510,Kumarkhali,68,68,"3,818,000.00","3,757,628.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,512,Bheramara,129,129,"7,476,000.00","7,387,599.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA REGION,519,Poradaho,104,104,"5,490,000.00","5,445,203.00"
OP Domain Khulna,Kushtia Zone,Alamdanga Region,538,Alamdanga,127,127,"6,590,000.00","6,518,985.00"
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,540,Jibon nagar,129,129,"8,505,000.00","8,404,784.00"
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,555,Sorojganj,142,142,"9,230,000.00","9,155,254.00"
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,569,Baliakandi,77,77,"5,235,000.00","5,193,633.00"
OP Domain Khulna,Kushtia Zone,Alamdanga Region,592,Jhaudia,99,99,"4,625,000.00","4,562,302.00"
OP Domain Khulna,Kushtia Zone,KUSHTIA AREA,621,Allahardorga,126,126,"7,680,000.00","7,586,639.00"
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,639,Khoksha,98,98,"5,800,000.00","5,747,682.00"
OP Domain Khulna,Kushtia Zone,RAJBARI AREA,782,Sonapur-2,78,78,"5,585,000.00","5,525,820.00"
OP Domain Khulna,Kushtia Zone,Alamdanga Region,841,Dakbangla,73,73,"4,990,000.00","4,930,267.00"
OP Domain Khulna,Kushtia Zone,Alamdanga Region,867,Horinakundo,55,55,"2,840,000.00","2,809,914.00"
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,878,Kalukhali,49,49,"3,761,000.00","3,746,112.00"
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,881,Baradi,73,73,"4,945,000.00","4,898,431.00"
OP Domain Khulna,Kushtia Zone,CHUADANGA AREA,882,Darshana,78,78,"4,400,000.00","4,336,725.00"
OP Domain Khulna,Satkhira Zone,Kaliganj Region,331,Shatkhira,135,135,"8,390,000.00","8,295,536.00"
OP Domain Khulna,Satkhira Zone,Navaran Region,356,Benapol,173,173,"10,350,000.00","10,212,616.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,426,Chuknagar,92,92,"6,755,000.00","6,715,178.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,428,Paikgacha,105,105,"7,420,000.00","7,376,531.00"
OP Domain Khulna,Satkhira Zone,Navaran Region,511,Jhkorgacha,135,135,"8,035,000.00","7,946,399.00"
OP Domain Khulna,Satkhira Zone,Navaran Region,568,Navaron,145,145,"7,710,000.00","7,598,319.00"
OP Domain Khulna,Satkhira Zone,Navaran Region,579,Bagasra,100,100,"7,445,000.00","7,401,307.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,660,Kopilmuni,109,109,"7,020,000.00","6,961,155.00"
OP Domain Khulna,Satkhira Zone,Kaliganj Region,661,Shamnagor,79,79,"5,815,000.00","5,791,218.00"
OP Domain Khulna,Satkhira Zone,Kaliganj Region,662,Debhata,92,92,"6,465,000.00","6,418,763.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,663,Ashashuni,95,95,"6,020,000.00","5,950,027.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,666,Patkelghata,73,73,"5,545,000.00","5,510,488.00"
OP Domain Khulna,Satkhira Zone,Kaliganj Region,668,Kaliganj-6,80,80,"5,805,000.00","5,763,075.00"
OP Domain Khulna,Satkhira Zone,Navaran Region,729,Kolaroa,104,104,"7,145,000.00","7,077,743.00"
OP Domain Khulna,Satkhira Zone,Kaliganj Region,748,Ghona,76,76,"4,605,000.00","4,583,873.00"
OP Domain Khulna,Satkhira Zone,Paikgasa Region,777,Koyra,94,94,"5,790,000.00","5,745,978.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,124,Gazipur-1,122,122,"11,140,000.00","11,122,966.00"
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,276,Sreepur-1,91,91,"9,495,000.00","9,468,674.00"
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,277,Bhawal Mirzapur,103,103,"12,945,000.00","12,932,169.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,378,Kapasia,65,65,"5,630,000.00","5,611,417.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,473,Gazipur-3,84,84,"8,585,000.00","8,572,500.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,483,Konabari,116,116,"10,960,000.00","10,957,788.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,501,Joydebpur,75,75,"9,210,000.00","9,204,489.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,505,Sreepur-2,99,99,"15,980,000.00","15,974,255.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,556,Porabari,82,82,"8,120,000.00","8,105,619.00"
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,584,Gazipur-2,141,141,"11,035,000.00","11,025,049.00"
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,593,Bagher Bazar,104,104,"13,300,000.00","13,274,783.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,594,Joinabazar,71,71,"7,355,000.00","7,349,204.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,599,Rajabari,55,55,"6,400,000.00","6,392,479.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,607,Batazore,65,65,"6,480,000.00","6,467,188.00"
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,670,Mawna-1,79,79,"8,520,000.00","8,495,674.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,703,Amraid,50,50,"6,930,000.00","6,912,744.00"
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,738,Bormi,60,60,"6,905,000.00","6,884,647.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,759,Uthura,84,84,"7,870,000.00","7,861,324.00"
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,791,Mawna-2,73,73,"6,615,000.00","6,597,967.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,858,Seedstore,60,60,"6,400,000.00","6,391,174.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,893,Valuka,55,55,"5,000,000.00","4,975,237.00"
OP Domain Mymensingh,Gazipur Zone,Trishal Region,894,Trishal,68,68,"5,470,000.00","5,412,268.00"
OP Domain Mymensingh,Gazipur Zone,Trishal Region,898,Fulbaria,96,96,"6,056,000.00","6,011,841.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,966,Shibganj-4,49,49,"3,190,000.00","3,163,452.00"
OP Domain Mymensingh,Gazipur Zone,Valuka Region,967,Gafargaon,45,45,"2,825,000.00","2,787,169.00"
OP Domain Mymensingh,Gazipur Zone,Trishal Region,968,Asim Bazar,50,50,"3,015,000.00","2,985,024.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,821,Jamalpur,65,65,"5,270,000.00","5,224,781.00"
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,822,Sherpur-4,93,93,"5,665,000.00","5,603,806.00"
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,823,Dhanbari,80,80,"6,575,000.00","6,513,165.00"
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,830,Sreebordi,66,66,"5,500,000.00","5,466,815.00"
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,831,Jhenaigati,92,92,"7,635,000.00","7,602,231.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,834,Melandah,61,61,"5,805,000.00","5,789,526.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,843,Islampur-2,72,72,"7,510,000.00","7,489,661.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,851,Nandina,64,64,"5,820,000.00","5,806,285.00"
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,874,Tinani,62,62,"4,090,000.00","4,059,984.00"
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,876,Sarishabari,72,72,"7,140,000.00","7,119,654.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,896,Muktagacha,69,69,"5,960,000.00","5,930,354.00"
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,897,Chechua,74,74,"4,870,000.00","4,825,090.00"
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,970,Madarganj,38,38,"4,270,000.00","4,269,115.00"
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,971,Hazrabari,40,40,"3,810,000.00","3,800,488.00"
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,149,Mymensingh,127,127,"8,740,000.00","8,696,416.00"
OP Domain Mymensingh,Netrokona Zone,Kishoreganj area,476,Kishoreganj-2,98,98,"7,370,000.00","7,340,242.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona area,677,Modonpur-2,107,107,"9,085,000.00","9,075,265.00"
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,678,Kendua,85,85,"9,050,000.00","9,047,788.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,679,Najirpur-2,76,76,"5,535,000.00","5,529,027.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,686,Atpara,86,86,"5,745,000.00","5,738,098.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,690,Barhatta,98,98,"7,870,000.00","7,850,310.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona area,691,Dharamapasha,108,108,"7,425,000.00","7,359,191.00"
OP Domain Mymensingh,Netrokona Zone,Shamgonj area,709,Atharabari,100,95,"7,790,000.00","7,783,109.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona area,723,Modon,143,143,"9,210,000.00","9,201,771.00"
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,724,Nandail,100,87,"8,580,000.00","8,568,750.00"
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,731,Durgapur-5,79,79,"6,315,000.00","6,294,648.00"
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,753,Netrokona,133,133,"10,500,000.00","10,417,029.00"
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,754,Tarail,75,75,"5,120,000.00","5,093,450.00"
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,771,Purbadhala,124,124,"10,510,000.00","10,479,470.00"
OP Domain Mymensingh,Netrokona Zone,Shamgonj area,779,Shamgonj,109,109,"10,290,000.00","10,261,515.00"
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,862,Sumbogong,61,61,"4,670,000.00","4,625,519.00"
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,879,Hossainpur,70,70,"4,760,000.00","4,743,634.00"
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,969,Dapunia-2,47,47,"2,630,000.00","2,600,798.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,148,Kaliakair,163,163,"11,520,000.00","11,460,668.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,154,MIRZAPUR-1,127,127,"9,360,000.00","9,329,338.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,159,TANGAIL,67,67,"6,010,000.00","5,975,044.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,167,Pakulla,118,118,"9,630,000.00","9,589,327.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,191,MODHUPUR,113,113,"8,825,000.00","8,753,320.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,192,GHATAIL,98,98,"10,115,000.00","10,059,474.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,515,Kalihati-1,76,76,"8,270,000.00","8,233,720.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,528,Sakhipur-1,65,65,"7,545,000.00","7,534,161.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,590,Pathrail,71,71,"5,765,000.00","5,701,507.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,597,Basail,65,65,"5,280,000.00","5,219,778.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,605,Garobazar,82,82,"9,920,000.00","9,908,939.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,606,Bhuyanpur,89,89,"8,975,000.00","8,914,715.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,667,Kalihati-2,57,57,"6,035,000.00","6,015,976.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,685,Sagardighi,109,109,"10,317,000.00","10,285,054.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,688,Dholapara,71,71,"6,790,000.00","6,761,460.00"
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,722,Nolua,91,91,"9,160,000.00","9,099,434.00"
OP Domain Mymensingh,Tangail Zone,Tangail Region,789,Lauhati,58,58,"6,235,000.00","6,204,560.00"
OP Domain Mymensingh,Tangail Zone,Ghatail Region,875,Gopalpur,55,55,"5,195,000.00","5,177,081.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,69,Rajapur-1,87,87,"5,877,000.00","5,823,837.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,70,Bonpara-1,117,117,"7,887,000.00","7,794,457.00"
OP Domain Natore,Chatmohor Zone,Bera Region,139,Bera-1,148,148,"9,131,000.00","8,990,869.00"
OP Domain Natore,Chatmohor Zone,Bera Region,140,Shanthia,123,123,"8,350,000.00","8,236,398.00"
OP Domain Natore,Chatmohor Zone,Bhangura Region,143,BHANGURA,152,152,"9,812,000.00","9,726,914.00"
OP Domain Natore,Chatmohor Zone,Bhangura Region,144,Chatmohor,128,128,"7,938,000.00","7,860,702.00"
OP Domain Natore,Chatmohor Zone,Bera Region,146,Kashinathpur-1,139,139,"8,932,000.00","8,836,120.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,243,Bonpara-2,50,50,"4,565,000.00","4,543,851.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,310,Zonail,113,113,"7,910,000.00","7,830,334.00"
OP Domain Natore,Chatmohor Zone,Bhangura Region,311,AUSTOMONISA,107,107,"6,819,000.00","6,741,814.00"
OP Domain Natore,Chatmohor Zone,Bhangura Region,321,Faridpur-1,149,149,"9,677,000.00","9,578,408.00"
OP Domain Natore,Chatmohor Zone,Bhangura Region,360,Demra-2,178,178,"10,352,000.00","10,191,717.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,548,Dhanaidah,107,107,"7,305,000.00","7,229,137.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,552,ATGHORIA,88,88,"6,932,000.00","6,884,017.00"
OP Domain Natore,Chatmohor Zone,Bera Region,656,Bera-2,148,148,"8,497,000.00","8,363,535.00"
OP Domain Natore,Chatmohor Zone,Bera Region,657,Kashinathpur-2,120,120,"6,926,000.00","6,840,958.00"
OP Domain Natore,Chatmohor Zone,Bera Region,928,Bera Branch,87,87,"5,945,000.00","5,891,816.00"
OP Domain Natore,Chatmohor Zone,Bera Region,929,Kashinathpur Branch,81,81,"5,122,000.00","5,058,333.00"
OP Domain Natore,Chatmohor Zone,Faridpur-2 Region,939,Santhia Branch,110,110,"6,415,000.00","6,256,926.00"
OP Domain Natore,Chatmohor Zone,Bonpara Region,982,Muladuli,87,87,"5,177,000.00","5,115,940.00"
OP Domain Natore,Natore Zone,Natore Region,45,Dighapatia,137,137,"9,718,000.00","9,567,504.00"
OP Domain Natore,Natore Zone,Walia Region,46,Hoybatpur,118,118,"7,916,000.00","7,813,738.00"
OP Domain Natore,Natore Zone,Natore Region,55,Kafuria,174,174,"12,131,000.00","12,026,733.00"
OP Domain Natore,Natore Zone,Najirpur Region,56,Singra-1,171,171,"9,975,000.00","9,872,441.00"
OP Domain Natore,Natore Zone,Walia Region,83,Laxmikole,107,107,"7,705,000.00","7,640,955.00"
OP Domain Natore,Natore Zone,Walia Region,84,Bagatipara,100,100,"8,397,000.00","8,313,617.00"
OP Domain Natore,Natore Zone,Walia Region,87,Lalpur,144,144,"7,960,000.00","7,817,728.00"
OP Domain Natore,Natore Zone,Najirpur Region,99,Gurudaspur,118,118,"7,769,000.00","7,685,485.00"
OP Domain Natore,Natore Zone,Natore Region,169,Natore-1,48,48,"9,081,000.00","9,051,310.00"
OP Domain Natore,Natore Zone,Najirpur Region,306,Kasikata,105,105,"7,478,000.00","7,369,017.00"
OP Domain Natore,Natore Zone,Najirpur Region,307,Najirpur-1,123,123,"8,792,000.00","8,754,658.00"
OP Domain Natore,Natore Zone,Najirpur Region,308,Hatiandaha,107,107,"8,306,000.00","8,272,356.00"
OP Domain Natore,Natore Zone,Natore Region,323,Natore-2,154,154,"11,433,000.00","11,300,087.00"
OP Domain Natore,Natore Zone,Walia Region,367,Walia,127,127,"7,909,000.00","7,827,253.00"
OP Domain Natore,Natore Zone,Walia Region,371,Abdulpur,161,161,"10,990,000.00","10,902,239.00"
OP Domain Natore,Natore Zone,Natore Region,547,Basudevpur,111,111,"8,054,000.00","7,986,790.00"
OP Domain Natore,Natore Zone,Najirpur Region,549,Chanchkoir,105,105,"6,494,000.00","6,431,278.00"
OP Domain Natore,Natore Zone,Najirpur Region,566,Singra-2,150,150,"9,984,000.00","9,909,291.00"
OP Domain Natore,Natore Zone,Walia Region,573,Moukhara,106,106,"6,463,000.00","6,402,029.00"
OP Domain Natore,Natore Zone,Natore Region,942,Akdala Branch,68,68,"4,578,000.00","4,544,373.00"
OP Domain Natore,Natore Zone,Natore Region,957,Dighapathia Branch,56,56,"3,953,000.00","3,920,902.00"
OP Domain Natore,Pabna Zone,Pabna Region,145,Pabna-1,169,169,"12,698,000.00","12,574,824.00"
OP Domain Natore,Pabna Zone,Bongram Region,150,Dulai,121,121,"8,929,000.00","8,870,707.00"
OP Domain Natore,Pabna Zone,Bongram Region,152,MASUMDIA,186,186,"12,252,000.00","12,125,642.00"
